score,sentence1_tr,sentence2_tr
4.25,Tereyağı bir kaseye konuluyor.,Tereyağını karıştırma kabına kesen bir adam.
1.5,Rakunlar yiyor.,Bir adam yemek yiyor.
3.5,Birisi attan düşmüş.,Bir adam attan attırıldı.
0.0,Bir kadın elmayı soyuyor.,Bir adam motosikletle tekerlekleri patlatır.
0.0,Bir adam matematik dersleri alıyor.,Bir adam bifteği durulıyor.
0.0,Hayvanlar suda oynuyor.,İki adam pinpon oynuyor.
0.33299999999999996,Bir adam ata biniyor ve engellerin üzerinden atlıyor.,Bir adam futbol toplarını tekmeliyor.
0.33299999999999996,Bir insan eliyle kalem numarası yapıyor.,Bir kişi havuçları ikiye bölmektedir.
3.333,Şahıs kameraları ateşe verdi.,Bir insan kameraları yakıyor.
4.333,Adam kutudaki kaseti dilimliyor.,Bir adam kutuyu kesiyor.
0.8,Bir adam nehirde balık tutuyor.,Kaldırımda yürürken bir adam şarkı söylüyor.
0.2,Bir adam bisiklete biniyor.,Bir kadın sokakta dans ediyor.
0.0,Bir adam şınav çekiyor.,Bir kadın ahtapot kesiyor.
0.0,Bir adam gitar çalıyor.,Bir kadın domuz eti dilimliyor.
2.8,Küçük çocuk şarkı söylüyor ve gitar çalıyor.,Bir bebek gitar çalıyor.
0.8,Bir kadın yüzünü pudralıyor.,Kadın masada parmaklarını dokunuyor.
0.0,Bir kadın patates soyuyor.,Etrafta bir aslan dolaşıyor.
0.25,Bir kadın tüfekle ateş ediyor.,Bir adam gösteri yapıyor.
0.5,Bir kadın bir erkeğin omuzlarının üzerine çelenk koyar.,Bir adam pilotların kafasına su döküyor.
3.75,Yaşlı bir kadın bir erkekle el sıkışıyor.,Bir erkek ve bir kadın el sıkışır.
1.75,Kadın su kaydıranı yapıyor.,Bir kadın göle binerken uyanıyor.
2.667,Ağaçlar fırtınada bükülüyor.,Ağaçlar çok sert rüzgarlar tarafından vurulur.
0.4,Bir erkek ve kadın arabaya biniyor.,Bir kadın karides kızartıyor.
0.0,Bir adam ağaç uzvlarını hareket ettiriyor.,Kadın keman çalıyor.
1.0,Bir adam piyano çalar.,Bir kadın keman çalıyor.
0.8,Bir kişi tavaya yağ döker.,Bir kişi soğanı doğranıyor.
0.0,Hayvan yiyor.,Bir kadın dans ediyor.
4.0,Kadın köpeğini gezdiriyor.,Bir kadın köpeğini sokakta gezdiriyor.
5.0,Bir grup insan şarkı söyledi.,Bazıları şarkı söylüyor.
4.4,Kedi süt içiyor.,Bir kedi bir tabak sütten yalıyor.
2.0,Bir kız göz kapağı yapıyor.,Bir kadın göz farı uyguluyor.
2.8,İki adam kavga ediyor.,İki adam bir çeşit dövüş sanatı kullanarak savaşıyor.
2.5,Askeri subay acemilere havladı.,Bir subay acemilerle konuşuyor.
2.5,Adam kaba tavuk koyuyor.,Bir adam yiyecekleri kutuya koyuyor.
2.25,Bir adam stenograf makinesine bağlı.,Adam stenograf kullanmiş.
3.6,Bir kadın bir tencere suya makarna ekliyor.,Bir kadın erişte yapıyor.
1.2,Bir kadın bir kayanın üzerinde battaniyenin üzerinde yatıyor ve kitap okuyor.,Oturan bir kadın şarkı söylüyor ve gitar çalıyor.
0.2,İki köpek yavrusu birbiriyle oynuyor.,Bazı erkekler futbol oynuyor.
1.0,Bir adam tarlada koşuyor.,Bir adam ipe tırmanıyor.
0.4,Bir adam birine sarılıyor.,Bir adam fotoğraf çekiyor.
2.8,Birisi bir tencereye yağlar döküyor.,Bir adam sebzeleri tencereye koyar.
0.0,Bir çift yürüyor.,Bazı adamlar testereyle sawing yapıyor.
3.0,Bir insan gitar çalıyor.,Adam gitarını çaldı.
3.0,Bir kişi tavaya yiyecek ekliyor.,Bir kadın tavaya pirinç koyar.
2.8,Bir grup penguen yürüyor.,Çok sayıda penguen okyanusa gidiyor.
0.0,Bir adam gitar çalıyor.,Birisi çörekle ilgileniyor.
0.0,Bir köpek trambolinde zıplıyor.,Bir çocuk gitar çalıyor.
2.2,Bir adam mutfak lavabosuz bir kabı sallıyor.,Bir adam plastik bir kabı boşaltıyor.
3.75,Bir adam atla yürüyor.,Bir adam bir atı yular tarafından yönlendiriyor.
4.0,Kağıt makasla kesiliyor.,Bir kağıt parçası kesiliyor.
3.5,Bir insan karides soyar.,Bayan karidesi soymuş.
0.8,Bir adam gitar çalıyor.,Bir adam gazete okumaya çalışıyor.
0.8,Otelde yatak yapan bir adam.,Bir adam elinde bir hayvan tutuyor.
1.75,Köpek önce köpeklerin kuyruğunu sonra bacağını çekti.,Bir maymun köpeklerin kuyruğunu çekti.
3.0,Bir kadın bir kasede iki yumurta döver.,Bir kişi malzemeleri bir kasede karıştırıyor.
0.0,Dışarıda ip atlayan bir adam var.,Bir kadın salatalık dolanıyor.
0.0,Bir insan soğan dilimliyor.,Bir hamster şarkı söylüyor.
0.0,Bir kadın kanguru tutar.,Şapkalı bir adam şarkı söylüyor.
3.8,Futbolcular bir futbol toplarını kaleye tekmeliyorlar.,Bir futbolcu gol atar.
3.2,Bir kadın bir şeyler pişiriyor.,Bir kadın malzemeleri tavaya döküyor.
3.2,Sahilde bir kadın yüzüyor.,Okyanusun dalgalarına bir kadın sıçrar.
0.8,Bir adam başka bir adamı taşıyor.,Bir adam başka bir adama hortumdan su sıkıyor.
1.5,Kadın bir tabağa macun koyuyor.,Bir kadın kaseden yapışkan bir yapışkan şey çıkarıyor.
2.75,Bir adam dayanıyor ve gri bir You Tube tişörtü hakkında konuşuyor.,Bir adam tişört gösteriyor.
3.75,Birisi bir kase domates kamasına zeytinyağı döküyor.,Adam domates dilimlerine yağ döktü.
3.2,Bir adam gitar çalıyor.,Adam gitarını bir arkadaşıyla çaldı.
0.8,Birisi bamyayı tencerede kaynatıyor.,Birisi bir kase domates kamasına zeytinyağı döküyor.
0.0,Bir insan patates soyuyor.,Bir kedi küçük bir şişeyi yalıyor.
0.0,Bir kedi kutuya atlıyor.,Genç bir adam bir yaprakla konuşuyor.
1.4,Kadın yağı baharatlıyor.,Bir kadın malzemeleri kaseye döküyor.
3.2,Bir kedi kanepenin altında baş aşağı kayıyor.,Bir kedi sırtındaki mobilya parçasının altında sürünüyor.
2.2,Bir erkek klavye çalarken bir kadın dans eder.,Bir kadın sahnede dans ediyor.
2.533,Bir şef bir kase çorbayı temizliyor.,Bir adam kasenin kenarını siliyor.
3.4,Çölde bir patlama meydana geldi.,Bir nükleer silah çölde patlar.
0.0,Bir kadın limon dilimler.,Bir adam mikrofona konuşuyor.
0.8,Kilolu bir adam ip atlıyor.,Genç bir adam dans ediyor.
3.2,Bayan iki çiğ yumurta kırmış.,Kadın yumurtaları bir kaseye kırıyor.
0.0,Bir adam bıçak kullanarak kalem biler.,Bir kadın yağmurda dans ediyor.
0.0,Plastik oyuncaklar suda yüzüyor.,Bayanlar dans ediyor.
3.0,Kaplumbağa balığı takip etti.,Bir deniz kaplumbağası balık avlıyor.
2.8,Kadın göz farı üzerine kalemle bakıyor.,Kız göz kapağında göz kalemi kullanıyor.
0.0,Bir adam ayakkabısını bağlıyor.,Bir köpek bisikletçilerin omuzlarında.
0.41700000000000004,Bir kadın bıçakla et dilimliyor.,Bir adam para saçıyor.
0.0,Yerde bir köpek koşuyor.,Bir kız parmak tırnaklarına dokunuyor.
1.0,Bir adam bağlı bir köpeği okşar.,Bir adam köpeğini kameraya gösteriyor.
2.0,Diğer köpekler onları takip ederken bir kadın evcil bir köpekle açık bir zeminde yürüyor.,Bir adam birkaç köpekle yürüyor.
0.0,Bir kadın sarımsak kıyıyor.,Bir kişi diski temizliyor.
2.5,İki takım futbol oynuyor.,Farklı takım setleri sahada futbol oynuyor.
2.0,Yaratık gibi bir fare etrafta kokuyor.,Bir hayvan yerde yürüyor.
0.0,İki Sumo çınlayıcısı birbiriyle savaşıyor.,Bir adam suda su oyuncaklarına biner.
0.0,Bir adam yere uzanır ve bir tüfek hedefler.,Bir adam tortillaya tereyağı yayıyor.
2.818,Bir çift okyanusa doğru koşuyor.,"Bir erkek ve kadın birlikte koşuyorlar, el ele tutuşuyorlar."
3.533,Bir kadın sert bir yumurta kesiyor.,Bir kişi haşlanmış yumurtayı parçalara ayırıyor.
3.8,İki robot aynı öpücüğü paylaşır.,Bir erkek ve dişi robot öpüşüyor.
3.25,Bir kedi köpeğe dokunmaya çalışıyor.,Kedi kafasına dokunarak köpeğe sataştı.
4.0,Gergedan çimlerde otladı.,Bir gergedan tarlada otluyor.
0.0,Adam küçük kırmızı arabasını trafikte dolaştırdı.,Köpek sahilde suya koştu.
1.0,Bir adam ekmek kesiyor.,Bir adam futbol topuyla oyun oynuyor.
2.6,Bir kedi hızla bir çocuğun kafasına tekzola sıktı.,Bir kedi ve bir çocuk birlikte oynarlar.
1.4,Bir kedi kutuda oynuyor.,Köpek zemin temizleyicisiyle oynuyor.
3.2,Çift kilisede dans etti.,Birkaç yavaş dans.
0.0,Bir adam timsahın ağzını sıvazlıyor.,Bir kişi doğranmış sebzeleri ocakta bir tencereye atıyor.
0.0,Bir insan sütlacı kontrol ediyor.,Bir at koşuyor.
0.0,Bir kadın cam kasede iki yumurta karıştırıyor.,Genç bir kız sahnede şarkı söylüyor.
0.0,Adam davul çalıyor.,Bir adam lavabosunda temizlikçi döküyor.
3.8,Bir adam biberi dilimliyor.,Bir insan büyük yeşil biberi parçalar.
0.643,Bir kadın işaret diliyle konuşuyor.,Bir kadın deniz ürünlerini baharatlıyor.
0.0,Bir çocuk köpek evine giriyor.,Yerde bir kedi oynuyor.
2.25,Kız uçurtmasını bir tepeye doğru koşarken uçurdu.,Bir kız uçurtmasını kaybeder.
1.25,Bir kadın sıcak su kabına yemek koyuyor.,Bir kadın et kızartıyor.
3.4,Küçük bir maymun suyun içinde yürür.,Bir maymun bataklık boyunca geziniyor.
0.0,Bir adam bisiklete biniyor.,Bir panda ayısı yiyor.
0.2,Genç bir adam şarkı söylüyor ve piyano çalıyor.,Adam bir mektup yazıyor.
0.5,Bir çocuk güneş gözlüklerini çıkarıyor.,Bir çocuk çığlık atıyor.
0.0,Bir kız piyano çalıyor.,Bir çocuk şınav çekiyor.
4.0,Bayan domates dilimledi.,Biri domates kesiyor.
0.0,Biri kirpi tutuyor.,Bir soğan dilimleniyor.
1.0,Bir kadın patates soyuyor.,Bir kadın ananas ızgara yapıyor.
0.0,Bir kedi biraz su içiyor.,Bir kamyon tepeden aşağı iniyor.
0.0,Bir insan bir domuz etinin üzerine tuz biber koyuyor.,Bir genç piyanoda oturuyor.
0.0,Adam sandalyesine oturdu ve baktı.,Küçük kız saçlarını midilli kuyruğuna sokuyor.
1.8,Bir kadın patatesi doğranıyor.,Bir kadın tofu'yü küçük parçalara ayırr.
1.2,Bir bebek mutlu bir şekilde sürünüyor.,Bir bebek hapşırık ve başka bir bebeği korkuttu.
0.6,Bir insan tavada et kızartıyor.,Bir adam sebze kesiyor.
0.25,Bir adam pencereden dışarı bakıyor.,Bir kadın suda yüzüyor.
3.25,Oturan bir adam gitar çalıyor.,Bir adam akustik gitar çalıyor ve mikrofona şarkı söylüyor.
1.25,Bir kadın bıçakla soğanı dilimliyor.,Bir adam yemek hazırlıyor.
4.0,Bir binici koşuyor ve atını atlıyor.,Bir kadın ata atlar.
3.25,Bir çocuk anahtar tahtası oynuyor.,Bir çocuk odada oturmuş lamba ışığıyla piyano çalıyor.
0.75,İki adam kavga ediyor.,Adam egzersiz yapıyor.
3.25,Bir adam tahta flüt çalarken diğer birkaç adam bongo davulu çalıyor.,Bir adam flüt çalıyor.
1.2,Bir insan maymunu okşar.,Bir adam yavaş bir lori tutuyor.
3.8,İki çizgi film tavşanı öpüşüyor.,Bir tavşan başka bir tavşanı öpüyor.
3.4,Kirpi havluyu çiğnedi.,Bir kirpi battaniyeyi ısırıyor.
0.0,Bir kedi kendini yalıyor.,Bir adam beyaz soğanı mandolin dilimleyiciyle doğrıyor.
3.5,Küçük bir kobay kemiriyor ve yerde bir parça havuç yiyor.,Bir Kobay havuç yer.
3.75,Dört çocuk yanan arabanın önünde duruyor.,Arkalarına bir araba patlarken dört genç adam hareketsiz duruyor.
4.0,Bir adam sigara içiyor.,Adam takım elbisesiyle oturdu ve sigara içti.
0.2,Bir kadın bazı yiyeceklere sos ekliyor.,Bir insan yaprakları kesiyor.
0.0,Üç çocuk yemeklerini yiyor.,Geyik çitin üzerinden atladı.
0.0,Bir denizaltı sudan geçiyor.,Bir bebek uykuya dalıyor.
0.8,Sokakta koşan bir adam var.,Bir adam gitar çalıyor.
0.0,Bir insan soğanı dilimliyor.,Bir kedi tuvalete.
0.0,Bir porsuk toprağı kazıyor.,Bir adam büyük kayaları hareket ettiriyor.
0.0,Bir kadın büyük biberi dilimliyor.,Bir köpek ağzını oynatıyor.
5.0,Bir adam bisiklete biniyor.,Bir adam bisiklete biniyor.
0.6,Bir erkek ve bir kadın birbirlerini öpüyorlar.,Bir erkek ve bir kadın birbirleriyle konuşuyorlar.
4.2,Bir kadın soğanı dilimliyor.,Bir kadın soğan kesiyor.
3.75,Küçük bir çocuk bir köpekle oynuyor.,Bir bebek bir köpekle oynuyor.
5.0,Adam resim çiziyor.,Bir adam çiziyor.
1.25,Bir adam patates kesiyor.,Bir kadın domates kesiyor.
3.6,Bir çocuk gitar çalıyor.,Bir çocuk gitar çalıyor.
5.0,Bir kadın soğan kesiyor.,Bir kadın soğanı kesiyor.
5.0,Oyuncak bir tren oyuncak arabaya çarpıyor.,Oyuncak bir tren oyuncak arabaya çarpar.
2.2,Bir adam gitar çalıyor.,Bir adam flüt çalıyor.
5.0,Bir kedi bir çekmece açar ve içeri tırmanır.,Bir kedi çekmeceyi açıyor ve içeri tırmanıyor.
4.25,Bir kadın yemek kızartıyor.,Bir kadın derin kızartma yemeği yapıyor.
2.5,Bir adam soğanı doğranıyor.,Bir kadın soğan kesiyor.
2.8,Bir kız gitar çalıyor.,Bir adam gitar çalıyor.
2.8,Sahnede bir kız şarkı söylüyor.,Sahnede bir adam şarkı söylüyor.
2.8,Bir kadın ata biniyor.,Bir kadın eşeğe biniyor.
2.8,Bir kız gitar çalıyor.,Bir adam gitar çalıyor.
5.0,Bir kadın karides fırçalıyor.,Bir kadın karides fırçalar.
4.8,Bir adam tavanda dans ediyor.,Bir adam odanın tavanında dans ediyor.
4.2,Bir kadın büyük bir bıçakla bir soğanı ince ince dilimler.,Bir kadın büyük bir bıçakla soğan dilimliyor.
5.0,Bir adam klavye çalıyor.,Bir adam klavye çalar.
5.0,Bir adam gitar çalıyor.,Bir adam gitar çalıyor.
5.0,Bir kadın patates soyuyor.,Bir kadın patates soyuyor.
3.75,Bir kadın kurbağayla ilgileniyor.,Bir adam elinde kurbağa tutuyor.
2.0,Bir adam flüt çalıyor.,Bir adam gitar çalıyor.
1.5830000000000002,Bir adam gitar çalıyor.,Bir adam flüt çalıyor.
1.778,Bir adam piyano çalıyor.,Bir adam gitar çalıyor.
2.0,Bir adam gitar çalıyor.,Bir adam piyano çalıyor.
2.0,Bir adam flüt çalıyor.,Bir adam gitar çalıyor.
2.0,Bir adam flüt çalıyor.,Bir adam gitar çalıyor.
3.2,İki kadın kanepede yatıyor.,İki kadın kanepede sarılıyor.
3.8,Birisi salatalık doksayıyı doksayı.,Bir adam salatalık dolanıyor.
4.4,Bir yavru kedi mavi ip oyuncakla oynuyor.,Bir kedi yavrusu bir oyuncakla oynuyor.
5.0,Köpek oyuncak havlıyor.,Bir köpek bir çocuğa havlıyor.
3.5,Bir insan tortilla katlar.,Bir adam tortilla katlar.
4.0,Bir kedi süt içiyor.,Bir yavru kedi süt içiyor.
3.5,Bir insan araba kullanıyor.,Bir adam araba kullanıyor.
4.4,Bir kaplumbağa yürüyor.,Bir kaplumbağa yürüyor.
3.8,Bir ot yiyor.,Bir saman yiyor.
2.6,Bir kadın brokoli kesiyor.,Bir kadın sarımsak kesiyor.
3.0,Bir adam ağlıyor.,Bir adam çığlık atıyor.
5.0,Adam gitar çalıyor.,Bir adam gitar çalıyor.
3.667,Bir adam soğan kesiyor.,Bir adam muz kesiyor.
2.333,Bir adam patatesi dilimliyor.,Bir kadın patates soyuyor.
4.0,Bir kadın masada parmaklarını dokunuyor.,Bir kadın parmaklarını dokunuyor.
4.4,Birisi bamyayı tencerede kaynatıyor.,Birisi tavada bamya pişiriyor.
0.2,Bir adam sigara içiyor.,Bir adam karışıyor.
5.0,Adam davul çalıyor.,Bir adam davul çalıyor.
5.0,Bir adam havuza dalıyor.,Bir adam havuza dalıyor.
4.0,Bir kadın sızıntıyı kesiyor.,Bir kadın pırasa dilimliyor.
4.6,Küçük bir çocuk gitar çalıyor.,Bir çocuk gitar çalıyor.
2.6,Bir kadın dans ediyor.,Adam dans ediyor.
2.6,Kadınlar konuşuyor.,Adamlar konuşuyor.
2.6,Bir kız saçına jöle koyuyor.,Bir kadın saçına jöle sürüyor.
2.2,Bir çocuk gitar çalıyor.,Bir adam gitar çalıyor.
1.7,Bir grup insan yerlerinde yürüyor.,Bir grup insan konserde dans ediyor.
2.0,Kadın makineli tüfekle ateş ediyor.,Adam ateş ediyor.
4.0,Bir adam piyano çaldı.,Bir adam piyano çalar.
3.25,Bir kadın soğanı dilimliyor.,Birisi soğanı dilimliyor.
4.5,Bir adam salatalık dolanıyor.,Bir adam salatalık kesiyor.
2.6,Bir kız kek yiyor.,Bir kadın kek yiyor.
2.0,Bir kadın soğan kesiyor.,Bir adam soğan kesiyor.
1.8,Adam gitar çalıyor.,Bir bebek gitar çalıyor.
1.556,Bir adam gitar çalıyor.,Bir adam davul çalıyor.
4.5,İki küçük kız telefonda konuşuyor.,İki kız telefonda konuşuyor.
4.0,Bir adam baltayla kütük kesiyor.,Bir adam baltayla ağaç gövdesini kesiyor.
1.6,Bir insan capsicum'ı parçalara ayırıyor.,Bir kişi bir sarımsağı parçalara ayırıyor.
0.5,Bir erkek bir kadınla konuşuyor.,Bir kadın köpekle yürüyor.
1.4,Adam yürüyor.,Bir adam konuşuyor.
1.6,Birisi tavaya yağ döküyor.,Birisi blender'a süt döküyor.
4.4,Küçük bir yavru kedi top oynuyor.,Bir yavru kedi topla oynuyor.
1.8,Bir adam gitar çalıyor.,Bir kadın flüt çalıyor.
2.6,Bir kız keman çalıyor.,Bir kız flüt çalıyor.
1.6,Bir adam iki piyano çalıyor.,Bir kedi piyano çalıyor.
3.0,Bir erkek egzersiz yapıyor.,Bir kız egzersiz yapıyor.
2.0,Bir kişi tarak dilimliyor.,Bir kişi ahtapotu dilimliyor.
2.0,Bir erkek ve bir kadın bisikletlerine biniyorlar.,Bir erkek ve kadın motosiklet kullanıyor.
4.0,İki adam otlasında kavga ediyor.,İki adam bir sığır ağılında kavga ediyor.
3.0,Bir kadın tavaya yağ ekliyor.,Bir adam tavaya yağ döküyor.
4.4,Bir kız yatağını hazırlar.,Genç bir kız yatağını yapar.
4.8,Kedi karpuzla oynadı.,Bir kedi karpuzla oynuyor.
4.8,Bir kız arabanın üstüne atlar.,Bir kız arabaya atlıyor.
0.727,Bir adam dua ediyor.,Bir adam kaçıyor.
0.0,Otopark var.,Bir kedi oynuyor.
1.25,Bir adam kaçıyor.,Bir adam dans ediyor.
0.5,Bir adam şarkı söylüyor.,Bir adam dans ediyor.
3.25,Bir adam omzunda başka bir adam taşıyor.,Bir adam omzunda birini taşıyor.
1.3330000000000002,Bir kadın patates soyuyor.,Bir kadın domatesi dilimliyor.
1.0,Bir kadın domates kesiyor.,Bir kadın patatesi dilimliyor.
1.4,Birisi patates soyuyor.,Birisi domatesi dilimliyor.
1.3330000000000002,Bir kadın patates soyuyor.,Bir kadın domatesi dilimliyor.
5.0,İki robot öpüşüyor.,İki robot öpüşüyor.
4.0,Kanepedeki iki çocuk video oyunu oynuyor.,İki çocuk video oyunu oynuyor.
4.4,Bir kadın limon sıkıyor.,Bir kadın limondan meyve suyu sıkıyor.
1.2,Bir kadın soğanı dilimliyor.,Bir adam domatesi dilimliyor.
1.2,Bir kadın havuç dilimliyor.,Bir adam domatesi dilimliyor.
1.25,Bir kız saçlarını şekillendirmekte.,Bir kız tırnaklarını törperek ediyor.
5.0,Merdivenlerden inen bir adam.,Bir adam merdivenden iniyor.
2.0,İki kişi motosiklet kullanıyor.,İki kişi bisiklete biniyor.
2.2,Bir adam gitar çalıyor.,Bir kadın elektro gitar çalıyor.
3.2,Bir adam gitar çalıp şarkı söylüyor.,Bir adam gitar çalıyor.
1.5,Yağmurda yürüyen bir adam var.,Bir erkek ve kadın binde yürüyor.
4.75,Bir kanguru yiyor.,Kanguru yiyor.
0.5,Bir adam balık tutuyor.,Bir erkek egzersiz yapıyor.
0.067,Bir kadın yüzüyor.,Bir adam şarkı söylüyor.
1.6,Bir Kadın yemek yiyor.,Bir hayvan yiyor.
2.6,Bir kız ve bir erkek yağmurda dans ediyor.,Bir erkek ve kadın yağmurda dans ediyor.
4.875,Bir adam araba kullanıyor.,Bir adam araba kullanır.
5.0,Bir kadın soğan rendeliyor.,Bir kadın soğan rendeler.
2.0,İki horoz savaşıyor.,İki adam kavga ediyor.
1.4,Bir adam ata biniyor.,Bir adam araba kullanıyor.
1.4,Bir adam ata biniyor.,Bir adam araba kullanıyor.
0.8,Bir adam ateş ediyor.,Bir adam çörek dilimliyor.
2.0,Bir kadın soğan kesiyor.,Bir kadın et kesiyor.
1.6,Kadın otları dilimliyor.,Adam ekmek dilimliyor.
3.0,Bir çocuk piyano çalıyor.,Bir adam piyano çalıyor.
3.615,Yavru bir fil yiyor.,Yavru bir fil fidan yer.
4.0,Bir kadın yumurtaları bir kaseye dönüştürüyor.,Bir kadın yumurta kırıyor.
4.0,Bir kişi klavye çalıyor.,Bir çocuk anahtar tahtası oynuyor.
3.333,Bir çocuk bir adamı kılıçla dövüyor.,Bir çocuk plastik kılıçlı bir adama şaplak atar.
1.5,Bir kişi bir havucu parçalara ayırıyor.,Bir insan soğanı parçalara ayırıyor.
4.4,Bir adam bir demet su şişelerini bıçakla kesip atmuş.,Bir adam bir dizi su şişesini bıçakla dilimliyor.
2.875,Bir adam bir kitapta yazıyor.,Bir adam kağıda yazıyor.
2.2,Bir kadın sarımsak dilimliyor.,Bir kadın büyük bir biberi dilimliyor.
0.2,Bir insan yatak yapıyor.,Bir insan masada yemek yiyor.
1.8,Bir adam klavye çalıyor.,Bir adam gitar çalıyor.
1.6,Bir adam keman çalıyor.,Bir adam arp çalıyor.
0.2,Kadın sigara içiyor.,Adam yürüyor.
3.0,Adam diğer adamın tahtadakini sildi.,Adam tahtadaki işi sildi.
3.5,Bir adam motosiklet kullanıyor.,Bir adam kasabada motosiklet kullanıyor.
3.5,Otoyolda motosiklete binen bir adam var.,Bir adam motosiklet kullanıyor.
2.0,Bir kadın et dilimliyor.,Bir kadın soğan dilimliyor.
5.0,Bir kadın brokoliyi keser.,Bir kadın brokoli kesiyor.
0.0,Bir adam piyano çalıyor.,Bir kadın patates soyuyor.
3.2,Birisi domatesi dilimliyor.,Birisi meyve dilimliyor.
3.25,Bir kadın kafeste dans ediyor.,Bir kadın dans ediyor.
0.0,Bir kadın yüzüyor.,Bir adam tükürüyor.
1.0,Bir adam kaçıyor.,Bir adam böğürüyor.
3.667,Adam gitar çalıyor.,Adam gitarını çaldı.
3.0,Bir kedi kameraya bakıyor.,Bir kedi kameraya hitap eder.
4.2,Bebek gülüyor ve sürünüyor.,Bir bebek gülüyor ve yerde sürünüyor.
4.091,Bir kadın silah çekiyor.,Bir kadın pompalı tüfekle ateş ediyor.
2.0,Bir kadın yağmurda dans ediyor.,Tren istasyonunda bir kadın dans ediyor.
1.0,Bir kadın dans ediyor.,Bir kadın egzersiz yapıyor.
3.8,Bir çocuk enstrüman çalıyor.,Genç bir çocuk rüzgar enstrümanı çalıyor.
